id,grid_solution,steps
lgp-test-5x2-1,"{""header"": [""House"", ""Each person has a unique name"", ""Each person prefers a unique type of vacation""], ""rows"": [[""1"", ""arnold"", ""mountain""], [""2"", ""alice"", ""camping""], [""3"", ""eric"", ""city""], [""4"", ""bob"", ""beach""], [""5"", ""peter"", ""cruise""]]}",59
lgp-test-4x2-37,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique birthday month""], ""rows"": [[""1"", ""arnold"", ""jan""], [""2"", ""peter"", ""feb""], [""3"", ""alice"", ""april""], [""4"", ""eric"", ""sept""]]}",36
lgp-test-4x3-12,"{""header"": [""House"", ""Each person has a unique name"", ""People own unique car models"", ""Everyone has a favorite smoothie""], ""rows"": [[""1"", ""eric"", ""toyota camry"", ""cherry""], [""2"", ""peter"", ""honda civic"", ""dragonfruit""], [""3"", ""arnold"", ""ford f150"", ""watermelon""], [""4"", ""alice"", ""tesla model 3"", ""desert""]]}",54
lgp-test-5x6-25,"{""header"": [""House"", ""Each person has a unique name"", ""People use unique phone models"", ""Each person has a unique hobby"", ""Everyone has a unique favorite cigar"", ""People have unique favorite sports"", ""Everyone has a favorite smoothie""], ""rows"": [[""1"", ""peter"", ""oneplus 9"", ""painting"", ""prince"", ""soccer"", ""desert""], [""2"", ""bob"", ""samsung galaxy s21"", ""cooking"", ""blue master"", ""swimming"", ""lime""], [""3"", ""arnold"", ""google pixel 6"", ""knitting"", ""pall mall"", ""baseball"", ""dragonfruit""], [""4"", ""alice"", ""huawei p50"", ""gardening"", ""dunhill"", ""basketball"", ""watermelon""], [""5"", ""eric"", ""iphone 13"", ""photography"", ""blends"", ""tennis"", ""cherry""]]}",927
lgp-test-3x3-28,"{""header"": [""House"", ""Each person has a unique name"", ""People own unique car models"", ""The people are of nationalities""], ""rows"": [[""1"", ""eric"", ""tesla model 3"", ""swede""], [""2"", ""peter"", ""ford f150"", ""dane""], [""3"", ""arnold"", ""toyota camry"", ""brit""]]}",10
lgp-test-2x5-13,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique hair colors"", ""Each person has an occupation"", ""Each person has a unique favorite drink"", ""Each person prefers a unique type of vacation""], ""rows"": [[""1"", ""eric"", ""black"", ""engineer"", ""water"", ""mountain""], [""2"", ""arnold"", ""brown"", ""doctor"", ""tea"", ""beach""]]}",11
lgp-test-3x5-21,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has an occupation"", ""People own unique car models"", ""The mothers' names in different houses are unique"", ""The people are of nationalities""], ""rows"": [[""1"", ""arnold"", ""teacher"", ""toyota camry"", ""aniya"", ""brit""], [""2"", ""peter"", ""engineer"", ""tesla model 3"", ""janelle"", ""dane""], [""3"", ""eric"", ""doctor"", ""ford f150"", ""holly"", ""swede""]]}",19
lgp-test-6x2-3,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique hair colors""], ""rows"": [[""1"", ""peter"", ""red""], [""2"", ""bob"", ""blonde""], [""3"", ""carol"", ""brown""], [""4"", ""eric"", ""black""], [""5"", ""arnold"", ""gray""], [""6"", ""alice"", ""auburn""]]}",47
lgp-test-2x3-5,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique favorite drink"", ""Everyone has a unique favorite cigar""], ""rows"": [[""1"", ""arnold"", ""tea"", ""pall mall""], [""2"", ""eric"", ""water"", ""prince""]]}",8
lgp-test-3x4-3,"{""header"": [""House"", ""Each person has a unique name"", ""Each person lives in a unique style of house"", ""Everyone has a unique favorite cigar"", ""Each person has a unique type of pet""], ""rows"": [[""1"", ""arnold"", ""ranch"", ""blue master"", ""dog""], [""2"", ""eric"", ""colonial"", ""prince"", ""cat""], [""3"", ""peter"", ""victorian"", ""pall mall"", ""fish""]]}",17
lgp-test-5x3-12,"{""header"": [""House"", ""Each person has a unique name"", ""People use unique phone models"", ""Each person has an occupation""], ""rows"": [[""1"", ""arnold"", ""huawei p50"", ""doctor""], [""2"", ""alice"", ""samsung galaxy s21"", ""teacher""], [""3"", ""eric"", ""iphone 13"", ""lawyer""], [""4"", ""bob"", ""oneplus 9"", ""engineer""], [""5"", ""peter"", ""google pixel 6"", ""artist""]]}",219
lgp-test-6x5-28,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique favorite music genres"", ""Each person has an occupation"", ""Each person prefers a unique type of vacation"", ""Each person has a favorite color""], ""rows"": [[""1"", ""bob"", ""classical"", ""engineer"", ""mountain"", ""purple""], [""2"", ""eric"", ""hip hop"", ""lawyer"", ""city"", ""green""], [""3"", ""carol"", ""jazz"", ""nurse"", ""camping"", ""red""], [""4"", ""arnold"", ""rock"", ""artist"", ""beach"", ""blue""], [""5"", ""alice"", ""country"", ""teacher"", ""cruise"", ""yellow""], [""6"", ""peter"", ""pop"", ""doctor"", ""cultural"", ""white""]]}",24409
lgp-test-2x3-12,"{""header"": [""House"", ""Each person has a unique name"", ""Each person lives in a unique style of house"", ""People have unique favorite music genres""], ""rows"": [[""1"", ""eric"", ""victorian"", ""rock""], [""2"", ""arnold"", ""colonial"", ""pop""]]}",7
lgp-test-6x2-21,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique hobby""], ""rows"": [[""1"", ""alice"", ""painting""], [""2"", ""bob"", ""woodworking""], [""3"", ""peter"", ""cooking""], [""4"", ""carol"", ""gardening""], [""5"", ""arnold"", ""photography""], [""6"", ""eric"", ""knitting""]]}",23
lgp-test-5x6-19,"{""header"": [""House"", ""Each person has a unique name"", ""Each mother is accompanied by their child"", ""Everyone has a favorite smoothie"", ""Each person has a unique type of pet"", ""Each person has a unique favorite drink"", ""The mothers' names in different houses are unique""], ""rows"": [[""1"", ""eric"", ""timothy"", ""cherry"", ""bird"", ""root beer"", ""janelle""], [""2"", ""bob"", ""meredith"", ""lime"", ""fish"", ""water"", ""kailyn""], [""3"", ""peter"", ""bella"", ""dragonfruit"", ""cat"", ""coffee"", ""penny""], [""4"", ""alice"", ""samantha"", ""desert"", ""dog"", ""milk"", ""holly""], [""5"", ""arnold"", ""fred"", ""watermelon"", ""hamster"", ""tea"", ""aniya""]]}",55
lgp-test-6x6-17,"{""header"": [""House"", ""Each person has a unique name"", ""The mothers' names in different houses are unique"", ""Everyone has something unique for lunch"", ""The people keep unique animals"", ""Everyone has a favorite smoothie"", ""Each person lives in a unique style of house""], ""rows"": [[""1"", ""carol"", ""penny"", ""soup"", ""horse"", ""desert"", ""victorian""], [""2"", ""bob"", ""aniya"", ""grilled cheese"", ""cat"", ""dragonfruit"", ""ranch""], [""3"", ""alice"", ""sarah"", ""spaghetti"", ""bird"", ""blueberry"", ""colonial""], [""4"", ""peter"", ""janelle"", ""stew"", ""dog"", ""watermelon"", ""mediterranean""], [""5"", ""eric"", ""holly"", ""stir fry"", ""fish"", ""cherry"", ""craftsman""], [""6"", ""arnold"", ""kailyn"", ""pizza"", ""rabbit"", ""lime"", ""modern""]]}",350176
lgp-test-4x6-39,"{""header"": [""House"", ""Each person has a unique name"", ""People own unique car models"", ""They all have a unique favorite flower"", ""Each person has a unique favorite drink"", ""People have unique heights"", ""Each person has a favorite color""], ""rows"": [[""1"", ""eric"", ""toyota camry"", ""roses"", ""tea"", ""very short"", ""yellow""], [""2"", ""alice"", ""ford f150"", ""daffodils"", ""coffee"", ""short"", ""white""], [""3"", ""arnold"", ""honda civic"", ""carnations"", ""water"", ""average"", ""green""], [""4"", ""peter"", ""tesla model 3"", ""lilies"", ""milk"", ""tall"", ""red""]]}",70
lgp-test-3x2-8,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique heights""], ""rows"": [[""1"", ""arnold"", ""very short""], [""2"", ""eric"", ""average""], [""3"", ""peter"", ""short""]]}",7
lgp-test-3x5-31,"{""header"": [""House"", ""Each person has a unique name"", ""The mothers' names in different houses are unique"", ""People have unique favorite sports"", ""Each person has a unique favorite drink"", ""They all have a unique favorite flower""], ""rows"": [[""1"", ""eric"", ""holly"", ""basketball"", ""water"", ""carnations""], [""2"", ""arnold"", ""aniya"", ""soccer"", ""tea"", ""daffodils""], [""3"", ""peter"", ""janelle"", ""tennis"", ""milk"", ""lilies""]]}",29
lgp-test-3x2-15,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique heights""], ""rows"": [[""1"", ""eric"", ""short""], [""2"", ""arnold"", ""average""], [""3"", ""peter"", ""very short""]]}",7
lgp-test-3x4-8,"{""header"": [""House"", ""Each person has a unique name"", ""Each person prefers a unique type of vacation"", ""People have unique favorite sports"", ""Each person has a unique type of pet""], ""rows"": [[""1"", ""arnold"", ""beach"", ""soccer"", ""dog""], [""2"", ""peter"", ""mountain"", ""basketball"", ""fish""], [""3"", ""eric"", ""city"", ""tennis"", ""cat""]]}",56
lgp-test-3x3-38,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique hobby"", ""Each person lives in a unique style of house""], ""rows"": [[""1"", ""eric"", ""gardening"", ""ranch""], [""2"", ""arnold"", ""cooking"", ""colonial""], [""3"", ""peter"", ""photography"", ""victorian""]]}",12
lgp-test-6x5-33,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique level of education"", ""Everyone has something unique for lunch"", ""People have unique favorite sports"", ""People have unique heights""], ""rows"": [[""1"", ""peter"", ""associate"", ""pizza"", ""tennis"", ""short""], [""2"", ""eric"", ""bachelor"", ""spaghetti"", ""soccer"", ""tall""], [""3"", ""arnold"", ""high school"", ""soup"", ""baseball"", ""very short""], [""4"", ""carol"", ""trade school"", ""stir fry"", ""volleyball"", ""very tall""], [""5"", ""alice"", ""doctorate"", ""grilled cheese"", ""basketball"", ""super tall""], [""6"", ""bob"", ""master"", ""stew"", ""swimming"", ""average""]]}",2352
lgp-test-6x2-20,"{""header"": [""House"", ""Each person has a unique name"", ""They all have a unique favorite flower""], ""rows"": [[""1"", ""peter"", ""tulips""], [""2"", ""arnold"", ""lilies""], [""3"", ""eric"", ""carnations""], [""4"", ""alice"", ""roses""], [""5"", ""carol"", ""iris""], [""6"", ""bob"", ""daffodils""]]}",296
lgp-test-2x4-29,"{""header"": [""House"", ""Each person has a unique name"", ""Each mother is accompanied by their child"", ""The people keep unique animals"", ""The mothers' names in different houses are unique""], ""rows"": [[""1"", ""eric"", ""fred"", ""horse"", ""aniya""], [""2"", ""arnold"", ""bella"", ""cat"", ""holly""]]}",9
lgp-test-2x4-38,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique birthday month"", ""Each mother is accompanied by their child"", ""Each person has a unique level of education""], ""rows"": [[""1"", ""arnold"", ""april"", ""bella"", ""associate""], [""2"", ""eric"", ""sept"", ""fred"", ""high school""]]}",9
lgp-test-6x5-21,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique hobby"", ""Each person lives in a unique style of house"", ""People have unique favorite music genres"", ""People have unique hair colors""], ""rows"": [[""1"", ""alice"", ""cooking"", ""modern"", ""pop"", ""red""], [""2"", ""eric"", ""painting"", ""colonial"", ""rock"", ""blonde""], [""3"", ""arnold"", ""gardening"", ""victorian"", ""hip hop"", ""brown""], [""4"", ""peter"", ""photography"", ""ranch"", ""classical"", ""black""], [""5"", ""bob"", ""knitting"", ""mediterranean"", ""country"", ""auburn""], [""6"", ""carol"", ""woodworking"", ""craftsman"", ""jazz"", ""gray""]]}",3053
lgp-test-2x5-17,"{""header"": [""House"", ""Each person has a unique name"", ""The people keep unique animals"", ""People have unique favorite sports"", ""Everyone has a unique favorite cigar"", ""Each person has a unique level of education""], ""rows"": [[""1"", ""eric"", ""horse"", ""basketball"", ""prince"", ""associate""], [""2"", ""arnold"", ""cat"", ""soccer"", ""pall mall"", ""high school""]]}",11
lgp-test-2x4-26,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has a favorite smoothie"", ""Each person has a unique favorite drink"", ""People have unique favorite sports""], ""rows"": [[""1"", ""arnold"", ""cherry"", ""water"", ""basketball""], [""2"", ""eric"", ""desert"", ""tea"", ""soccer""]]}",9
lgp-test-3x4-26,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has something unique for lunch"", ""Everyone has a favorite smoothie"", ""Each person has a unique type of pet""], ""rows"": [[""1"", ""arnold"", ""spaghetti"", ""watermelon"", ""dog""], [""2"", ""eric"", ""pizza"", ""desert"", ""cat""], [""3"", ""peter"", ""grilled cheese"", ""cherry"", ""fish""]]}",15
lgp-test-6x6-12,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique favorite music genres"", ""The people keep unique animals"", ""Each person lives in a unique style of house"", ""Each person has a unique hobby"", ""The people are of nationalities""], ""rows"": [[""1"", ""arnold"", ""pop"", ""cat"", ""mediterranean"", ""knitting"", ""chinese""], [""2"", ""bob"", ""rock"", ""bird"", ""victorian"", ""cooking"", ""german""], [""3"", ""eric"", ""hip hop"", ""dog"", ""ranch"", ""gardening"", ""norwegian""], [""4"", ""alice"", ""jazz"", ""rabbit"", ""colonial"", ""painting"", ""swede""], [""5"", ""peter"", ""classical"", ""fish"", ""modern"", ""photography"", ""dane""], [""6"", ""carol"", ""country"", ""horse"", ""craftsman"", ""woodworking"", ""brit""]]}",15829711
lgp-test-2x2-8,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique heights""], ""rows"": [[""1"", ""arnold"", ""short""], [""2"", ""eric"", ""very short""]]}",5
lgp-test-6x2-22,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a favorite color""], ""rows"": [[""1"", ""peter"", ""red""], [""2"", ""eric"", ""blue""], [""3"", ""arnold"", ""green""], [""4"", ""bob"", ""white""], [""5"", ""alice"", ""purple""], [""6"", ""carol"", ""yellow""]]}",60
lgp-test-3x4-29,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique type of pet"", ""Everyone has a unique favorite cigar"", ""People have unique favorite book genres""], ""rows"": [[""1"", ""eric"", ""dog"", ""prince"", ""science fiction""], [""2"", ""arnold"", ""cat"", ""pall mall"", ""romance""], [""3"", ""peter"", ""fish"", ""blue master"", ""mystery""]]}",13
lgp-test-4x5-36,"{""header"": [""House"", ""Each person has a unique name"", ""Each mother is accompanied by their child"", ""People have unique hair colors"", ""They all have a unique favorite flower"", ""The people keep unique animals""], ""rows"": [[""1"", ""peter"", ""samantha"", ""red"", ""lilies"", ""fish""], [""2"", ""alice"", ""bella"", ""brown"", ""daffodils"", ""horse""], [""3"", ""arnold"", ""fred"", ""blonde"", ""carnations"", ""bird""], [""4"", ""eric"", ""meredith"", ""black"", ""roses"", ""cat""]]}",30
lgp-test-5x5-23,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique favorite sports"", ""Each mother is accompanied by their child"", ""The mothers' names in different houses are unique"", ""The people keep unique animals""], ""rows"": [[""1"", ""peter"", ""tennis"", ""samantha"", ""kailyn"", ""dog""], [""2"", ""bob"", ""basketball"", ""timothy"", ""aniya"", ""fish""], [""3"", ""arnold"", ""baseball"", ""meredith"", ""janelle"", ""cat""], [""4"", ""eric"", ""swimming"", ""bella"", ""penny"", ""horse""], [""5"", ""alice"", ""soccer"", ""fred"", ""holly"", ""bird""]]}",291
lgp-test-5x2-34,"{""header"": [""House"", ""Each person has a unique name"", ""People own unique car models""], ""rows"": [[""1"", ""eric"", ""honda civic""], [""2"", ""alice"", ""tesla model 3""], [""3"", ""peter"", ""bmw 3 series""], [""4"", ""bob"", ""ford f150""], [""5"", ""arnold"", ""toyota camry""]]}",94
lgp-test-3x4-11,"{""header"": [""House"", ""Each person has a unique name"", ""Each person lives in a unique style of house"", ""The people keep unique animals"", ""People own unique car models""], ""rows"": [[""1"", ""eric"", ""colonial"", ""bird"", ""tesla model 3""], [""2"", ""peter"", ""ranch"", ""horse"", ""toyota camry""], [""3"", ""arnold"", ""victorian"", ""cat"", ""ford f150""]]}",23
lgp-test-3x6-18,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has something unique for lunch"", ""People have unique favorite sports"", ""People have unique hair colors"", ""People have unique favorite music genres"", ""People have unique favorite book genres""], ""rows"": [[""1"", ""peter"", ""grilled cheese"", ""basketball"", ""blonde"", ""pop"", ""mystery""], [""2"", ""eric"", ""pizza"", ""tennis"", ""brown"", ""classical"", ""romance""], [""3"", ""arnold"", ""spaghetti"", ""soccer"", ""black"", ""rock"", ""science fiction""]]}",56
lgp-test-6x4-9,"{""header"": [""House"", ""Each person has a unique name"", ""People use unique phone models"", ""The people are of nationalities"", ""Each person has a favorite color""], ""rows"": [[""1"", ""carol"", ""xiaomi mi 11"", ""chinese"", ""green""], [""2"", ""arnold"", ""oneplus 9"", ""norwegian"", ""purple""], [""3"", ""alice"", ""google pixel 6"", ""german"", ""red""], [""4"", ""eric"", ""huawei p50"", ""dane"", ""yellow""], [""5"", ""bob"", ""samsung galaxy s21"", ""swede"", ""white""], [""6"", ""peter"", ""iphone 13"", ""brit"", ""blue""]]}",172
lgp-test-5x2-29,"{""header"": [""House"", ""Each person has a unique name"", ""Each mother is accompanied by their child""], ""rows"": [[""1"", ""peter"", ""fred""], [""2"", ""alice"", ""timothy""], [""3"", ""bob"", ""samantha""], [""4"", ""arnold"", ""bella""], [""5"", ""eric"", ""meredith""]]}",28
lgp-test-3x5-37,"{""header"": [""House"", ""Each person has a unique name"", ""People use unique phone models"", ""Each person has an occupation"", ""Each person has a unique hobby"", ""The people keep unique animals""], ""rows"": [[""1"", ""eric"", ""google pixel 6"", ""engineer"", ""cooking"", ""horse""], [""2"", ""peter"", ""samsung galaxy s21"", ""doctor"", ""gardening"", ""bird""], [""3"", ""arnold"", ""iphone 13"", ""teacher"", ""photography"", ""cat""]]}",25
lgp-test-5x4-32,"{""header"": [""House"", ""Each person has a unique name"", ""People use unique phone models"", ""People have unique hair colors"", ""People own unique car models""], ""rows"": [[""1"", ""alice"", ""samsung galaxy s21"", ""red"", ""ford f150""], [""2"", ""eric"", ""huawei p50"", ""black"", ""bmw 3 series""], [""3"", ""bob"", ""iphone 13"", ""blonde"", ""honda civic""], [""4"", ""arnold"", ""oneplus 9"", ""brown"", ""tesla model 3""], [""5"", ""peter"", ""google pixel 6"", ""gray"", ""toyota camry""]]}",93
lgp-test-5x2-20,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique hobby""], ""rows"": [[""1"", ""alice"", ""photography""], [""2"", ""eric"", ""painting""], [""3"", ""arnold"", ""cooking""], [""4"", ""peter"", ""gardening""], [""5"", ""bob"", ""knitting""]]}",12
lgp-test-4x4-38,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has an occupation"", ""Each person has a unique birthday month"", ""Each person has a favorite color""], ""rows"": [[""1"", ""arnold"", ""artist"", ""april"", ""yellow""], [""2"", ""peter"", ""doctor"", ""sept"", ""white""], [""3"", ""alice"", ""engineer"", ""feb"", ""green""], [""4"", ""eric"", ""teacher"", ""jan"", ""red""]]}",28
lgp-test-5x3-22,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has a favorite smoothie"", ""The people are of nationalities""], ""rows"": [[""1"", ""arnold"", ""lime"", ""swede""], [""2"", ""peter"", ""dragonfruit"", ""german""], [""3"", ""alice"", ""watermelon"", ""norwegian""], [""4"", ""bob"", ""desert"", ""dane""], [""5"", ""eric"", ""cherry"", ""brit""]]}",229
lgp-test-4x5-30,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique favorite book genres"", ""Each person prefers a unique type of vacation"", ""They all have a unique favorite flower"", ""People have unique favorite music genres""], ""rows"": [[""1"", ""eric"", ""romance"", ""cruise"", ""carnations"", ""pop""], [""2"", ""peter"", ""science fiction"", ""city"", ""daffodils"", ""rock""], [""3"", ""arnold"", ""mystery"", ""mountain"", ""lilies"", ""classical""], [""4"", ""alice"", ""fantasy"", ""beach"", ""roses"", ""jazz""]]}",41
lgp-test-2x3-35,"{""header"": [""House"", ""Each person has a unique name"", ""Each person lives in a unique style of house"", ""Everyone has something unique for lunch""], ""rows"": [[""1"", ""arnold"", ""victorian"", ""grilled cheese""], [""2"", ""eric"", ""colonial"", ""pizza""]]}",7
lgp-test-2x4-22,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique hair colors"", ""Each person has a unique type of pet"", ""Each mother is accompanied by their child""], ""rows"": [[""1"", ""arnold"", ""black"", ""cat"", ""fred""], [""2"", ""eric"", ""brown"", ""dog"", ""bella""]]}",9
lgp-test-4x6-16,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique birthday month"", ""Everyone has something unique for lunch"", ""Each person has a unique hobby"", ""Each person has an occupation"", ""Each mother is accompanied by their child""], ""rows"": [[""1"", ""alice"", ""feb"", ""stew"", ""painting"", ""doctor"", ""bella""], [""2"", ""peter"", ""jan"", ""pizza"", ""cooking"", ""teacher"", ""samantha""], [""3"", ""eric"", ""sept"", ""grilled cheese"", ""photography"", ""artist"", ""fred""], [""4"", ""arnold"", ""april"", ""spaghetti"", ""gardening"", ""engineer"", ""meredith""]]}",49
lgp-test-6x3-17,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique heights"", ""People use unique phone models""], ""rows"": [[""1"", ""peter"", ""tall"", ""huawei p50""], [""2"", ""eric"", ""very tall"", ""samsung galaxy s21""], [""3"", ""bob"", ""super tall"", ""xiaomi mi 11""], [""4"", ""arnold"", ""short"", ""iphone 13""], [""5"", ""carol"", ""average"", ""oneplus 9""], [""6"", ""alice"", ""very short"", ""google pixel 6""]]}",139
lgp-test-2x2-9,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique favorite music genres""], ""rows"": [[""1"", ""arnold"", ""rock""], [""2"", ""eric"", ""pop""]]}",5
lgp-test-2x3-34,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique favorite sports"", ""People own unique car models""], ""rows"": [[""1"", ""eric"", ""soccer"", ""ford f150""], [""2"", ""arnold"", ""basketball"", ""tesla model 3""]]}",7
lgp-test-6x5-31,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has something unique for lunch"", ""Each person has a favorite color"", ""The mothers' names in different houses are unique"", ""Each person lives in a unique style of house""], ""rows"": [[""1"", ""eric"", ""grilled cheese"", ""white"", ""kailyn"", ""victorian""], [""2"", ""carol"", ""pizza"", ""yellow"", ""holly"", ""mediterranean""], [""3"", ""alice"", ""stew"", ""blue"", ""penny"", ""ranch""], [""4"", ""arnold"", ""spaghetti"", ""red"", ""aniya"", ""modern""], [""5"", ""peter"", ""soup"", ""green"", ""janelle"", ""colonial""], [""6"", ""bob"", ""stir fry"", ""purple"", ""sarah"", ""craftsman""]]}",236
lgp-test-4x3-28,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a favorite color"", ""The people keep unique animals""], ""rows"": [[""1"", ""eric"", ""red"", ""bird""], [""2"", ""alice"", ""yellow"", ""cat""], [""3"", ""peter"", ""green"", ""horse""], [""4"", ""arnold"", ""white"", ""fish""]]}",27
lgp-test-3x4-27,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has a favorite smoothie"", ""Each person has a unique hobby"", ""The people are of nationalities""], ""rows"": [[""1"", ""arnold"", ""cherry"", ""cooking"", ""dane""], [""2"", ""peter"", ""watermelon"", ""photography"", ""brit""], [""3"", ""eric"", ""desert"", ""gardening"", ""swede""]]}",13
lgp-test-2x5-14,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has something unique for lunch"", ""People have unique favorite music genres"", ""They all have a unique favorite flower"", ""People have unique favorite book genres""], ""rows"": [[""1"", ""arnold"", ""pizza"", ""rock"", ""carnations"", ""mystery""], [""2"", ""eric"", ""grilled cheese"", ""pop"", ""daffodils"", ""science fiction""]]}",12
lgp-test-6x3-19,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique favorite music genres"", ""Each person has a unique favorite drink""], ""rows"": [[""1"", ""alice"", ""rock"", ""boba tea""], [""2"", ""peter"", ""jazz"", ""root beer""], [""3"", ""carol"", ""country"", ""water""], [""4"", ""bob"", ""pop"", ""milk""], [""5"", ""eric"", ""hip hop"", ""tea""], [""6"", ""arnold"", ""classical"", ""coffee""]]}",635
lgp-test-6x4-4,"{""header"": [""House"", ""Each person has a unique name"", ""People own unique car models"", ""Each person has a unique hobby"", ""Each person has a unique favorite drink""], ""rows"": [[""1"", ""arnold"", ""ford f150"", ""knitting"", ""tea""], [""2"", ""carol"", ""honda civic"", ""photography"", ""coffee""], [""3"", ""bob"", ""tesla model 3"", ""cooking"", ""boba tea""], [""4"", ""alice"", ""chevrolet silverado"", ""woodworking"", ""water""], [""5"", ""peter"", ""toyota camry"", ""painting"", ""root beer""], [""6"", ""eric"", ""bmw 3 series"", ""gardening"", ""milk""]]}",23163
lgp-test-3x3-4,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique hobby"", ""Each person has a unique favorite drink""], ""rows"": [[""1"", ""arnold"", ""gardening"", ""water""], [""2"", ""eric"", ""photography"", ""tea""], [""3"", ""peter"", ""cooking"", ""milk""]]}",14
lgp-test-5x3-1,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique favorite music genres"", ""Everyone has something unique for lunch""], ""rows"": [[""1"", ""alice"", ""pop"", ""spaghetti""], [""2"", ""peter"", ""rock"", ""stir fry""], [""3"", ""eric"", ""classical"", ""pizza""], [""4"", ""bob"", ""hip hop"", ""stew""], [""5"", ""arnold"", ""jazz"", ""grilled cheese""]]}",121
lgp-test-3x2-9,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique hobby""], ""rows"": [[""1"", ""arnold"", ""cooking""], [""2"", ""eric"", ""photography""], [""3"", ""peter"", ""gardening""]]}",18
lgp-test-3x3-27,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique hobby"", ""Each person has a unique favorite drink""], ""rows"": [[""1"", ""eric"", ""photography"", ""tea""], [""2"", ""arnold"", ""cooking"", ""water""], [""3"", ""peter"", ""gardening"", ""milk""]]}",11
lgp-test-6x3-30,"{""header"": [""House"", ""Each person has a unique name"", ""People use unique phone models"", ""Each person has a favorite color""], ""rows"": [[""1"", ""peter"", ""huawei p50"", ""blue""], [""2"", ""alice"", ""xiaomi mi 11"", ""purple""], [""3"", ""carol"", ""iphone 13"", ""white""], [""4"", ""arnold"", ""samsung galaxy s21"", ""red""], [""5"", ""bob"", ""google pixel 6"", ""green""], [""6"", ""eric"", ""oneplus 9"", ""yellow""]]}",66
lgp-test-4x5-15,,28
lgp-test-4x6-18,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique level of education"", ""Everyone has something unique for lunch"", ""People have unique favorite sports"", ""People have unique hair colors"", ""People have unique favorite book genres""], ""rows"": [[""1"", ""arnold"", ""master"", ""stew"", ""swimming"", ""blonde"", ""romance""], [""2"", ""eric"", ""associate"", ""pizza"", ""soccer"", ""brown"", ""mystery""], [""3"", ""alice"", ""bachelor"", ""spaghetti"", ""basketball"", ""black"", ""science fiction""], [""4"", ""peter"", ""high school"", ""grilled cheese"", ""tennis"", ""red"", ""fantasy""]]}",38
lgp-test-6x3-5,"{""header"": [""House"", ""Each person has a unique name"", ""The people are of nationalities"", ""Each person has a favorite color""], ""rows"": [[""1"", ""eric"", ""chinese"", ""purple""], [""2"", ""carol"", ""brit"", ""green""], [""3"", ""alice"", ""swede"", ""white""], [""4"", ""bob"", ""norwegian"", ""red""], [""5"", ""peter"", ""dane"", ""blue""], [""6"", ""arnold"", ""german"", ""yellow""]]}",5572
lgp-test-6x6-8,,7650
lgp-test-2x4-3,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique favorite drink"", ""Each person has a unique level of education"", ""Each person prefers a unique type of vacation""], ""rows"": [[""1"", ""arnold"", ""tea"", ""associate"", ""beach""], [""2"", ""eric"", ""water"", ""high school"", ""mountain""]]}",9
lgp-test-2x3-0,"{""header"": [""House"", ""Each person has a unique name"", ""Each person lives in a unique style of house"", ""Each mother is accompanied by their child""], ""rows"": [[""1"", ""eric"", ""colonial"", ""bella""], [""2"", ""arnold"", ""victorian"", ""fred""]]}",8
